hour,minute,time_of_day,day_name,day_of_week,is_weekend,destination_type,distance_to_dest_miles,gas_level_pct,driver_fatigue_level,speed_mph,trip_duration_minutes,weather,traffic,heart_rate_bpm,last_break_minutes_ago,outside_temp_f,is_night_driving,suggestion_label,suggestion_name,norm_distance,norm_gas,norm_fatigue,norm_speed,norm_trip_min,norm_heart_rate,norm_last_break,norm_temp_f
20,19,evening,Mon,0,0,home,35.02,87.3,6.4,57.4,66.0,clear,medium,94.8,64.7,58.2,0,2,take_break_soon,0.3673,0.8174,0.6787,0.6567,0.3935,0.5763,0.3546,0.5368
5,38,morning,Fri,4,0,school,1.92,55.4,1.88,50.5,20.5,snow,medium,68.3,2.5,61.8,0,6,weather_warning,0.0,0.5728,0.215,0.532,0.1338,0.2132,0.0143,0.6405
3,26,night,Mon,0,0,gym,8.93,9.1,3.45,19.7,15.9,clear,medium,80.1,42.9,-2.9,1,7,route_to_gas,0.107,0.1126,0.3223,0.2039,0.0214,0.3431,0.2161,0.0612
2,42,night,Thu,3,0,work,6.13,82.7,3.83,31.9,51.2,clear,medium,74.1,41.2,43.4,1,10,coffee_suggestion,0.0856,0.7978,0.4037,0.3735,0.2603,0.3265,0.2238,0.4026
17,25,evening,Thu,3,0,work,8.64,5.4,3.64,57.5,42.9,rain,high,70.6,101.1,33.4,0,7,route_to_gas,0.05,0.0576,0.3756,0.6569,0.202,0.2552,0.6116,0.4131
12,22,afternoon,Sun,6,1,home,30.87,16.3,1.0,52.4,2.5,snow,medium,71.0,21.0,92.7,0,6,weather_warning,0.3575,0.2376,0.1136,0.5426,0.0,0.2774,0.1571,0.8192
23,45,night,Fri,4,0,restaurant,6.33,86.3,4.83,53.8,6.0,clear,high,74.4,5.0,13.8,1,0,no_action,0.0781,0.9085,0.4509,0.5808,0.038,0.2881,0.051,0.1927
23,48,night,Sat,5,1,school,7.75,92.0,3.7,52.2,2.8,rain,high,74.1,151.3,63.5,1,0,no_action,0.0965,0.9317,0.3673,0.5419,0.0093,0.3043,0.8474,0.6268
12,4,afternoon,Mon,0,0,home,7.75,97.2,1.54,53.5,1.8,rain,low,84.8,2.1,49.2,0,0,no_action,0.0269,0.9578,0.1911,0.6061,0.0,0.4557,0.0691,0.4333
15,21,afternoon,Sat,5,1,hospital,32.89,35.6,1.98,60.5,9.2,rain,medium,59.8,6.9,109.5,0,6,weather_warning,0.3628,0.2967,0.1521,0.6464,0.0031,0.1233,0.0501,0.9526
23,27,night,Sat,5,1,gym,32.52,3.8,9.21,57.5,136.6,snow,medium,91.0,18.7,62.6,1,1,take_break_now,0.3223,0.0478,0.915,0.6198,0.7743,0.4962,0.1154,0.6061
19,30,evening,Sat,5,1,work,32.82,59.5,3.69,47.0,27.0,clear,medium,70.8,157.6,76.5,0,0,no_action,0.3742,0.6362,0.3869,0.4957,0.2043,0.2497,0.8675,0.764
21,17,evening,Sat,5,1,gas_station,1.99,23.2,4.72,72.2,25.4,clear,medium,73.2,13.1,58.1,1,9,arrived_soon,0.0328,0.2369,0.448,0.8279,0.0474,0.3013,0.1501,0.5222
2,1,night,Sun,6,1,gas_station,1.2,64.4,4.46,55.3,53.9,rain,low,79.6,28.2,70.8,1,9,arrived_soon,0.0464,0.6041,0.3813,0.6149,0.3405,0.3707,0.1466,0.6173
11,9,morning,Mon,0,0,home,9.08,30.0,3.54,64.8,77.5,clear,high,64.7,33.0,-5.0,0,10,coffee_suggestion,0.0869,0.3116,0.3634,0.7536,0.4648,0.1575,0.1905,0.0166
12,1,afternoon,Fri,4,0,gym,1.31,60.0,2.93,49.8,3.0,clear,high,83.7,34.3,66.3,0,9,arrived_soon,0.0493,0.6174,0.2917,0.5865,0.0929,0.4309,0.1939,0.6405
13,35,afternoon,Fri,4,0,gym,6.73,39.9,1.75,81.5,34.9,clear,medium,65.9,127.4,88.1,0,5,speed_alert,0.0682,0.3857,0.2085,0.8762,0.2058,0.2666,0.7142,0.794
13,23,afternoon,Fri,4,0,hospital,53.4,65.5,3.14,40.6,4.2,clear,low,68.4,19.8,68.2,0,0,no_action,0.5512,0.6817,0.3375,0.4385,0.0314,0.2215,0.1234,0.6623
10,40,morning,Wed,2,0,gas_station,0.31,10.0,2.06,90.0,2.5,rain,low,64.5,60.5,36.3,0,5,speed_alert,0.0,0.0944,0.1463,1.0,0.0,0.1804,0.2934,0.3681
0,39,night,Sun,6,1,restaurant,12.07,43.6,3.09,63.5,29.7,clear,high,80.7,4.8,72.5,1,0,no_action,0.0955,0.4278,0.3324,0.7054,0.1993,0.4233,0.0625,0.724
12,27,afternoon,Mon,0,0,work,9.15,3.0,5.0,74.9,81.1,rain,high,81.1,52.9,-8.8,0,5,speed_alert,0.0922,0.0,0.5335,0.8168,0.4309,0.4268,0.3284,0.0441
12,53,afternoon,Sat,5,1,home,9.34,89.0,0.76,68.5,2.3,clear,medium,77.5,18.4,-7.5,0,0,no_action,0.129,0.8912,0.0695,0.7779,0.0629,0.3569,0.1159,0.0222
18,46,evening,Sat,5,1,school,38.98,48.4,2.52,55.8,1.8,clear,medium,80.8,5.0,-6.7,0,0,no_action,0.407,0.4792,0.2682,0.6293,0.0115,0.3888,0.0415,0.0188
22,24,night,Sat,5,1,gas_station,13.3,34.2,5.56,68.4,77.8,clear,low,84.8,27.2,52.8,1,1,take_break_now,0.1323,0.2947,0.521,0.7268,0.4552,0.443,0.1692,0.4683
22,5,night,Fri,4,0,gym,45.41,44.6,2.94,70.7,5.4,rain,medium,78.0,25.7,-2.2,1,5,speed_alert,0.4669,0.4401,0.2974,0.7586,0.0536,0.3063,0.18,0.0528
21,58,evening,Tue,1,0,school,3.89,66.0,3.55,56.8,2.1,fog,medium,76.7,44.3,5.8,1,6,weather_warning,0.078,0.6604,0.3432,0.6143,0.0,0.2918,0.2235,0.1768
12,14,afternoon,Sun,6,1,work,8.1,6.6,3.04,57.7,15.9,clear,low,79.7,74.6,12.0,0,7,route_to_gas,0.052,0.0219,0.3107,0.6897,0.0947,0.3292,0.421,0.1816
17,19,evening,Sat,5,1,school,67.72,76.3,2.92,61.2,18.7,clear,medium,78.3,0.1,101.8,0,0,no_action,0.6478,0.7936,0.2463,0.7115,0.0988,0.3512,0.0,0.9271
0,41,night,Fri,4,0,school,1.48,51.4,4.22,60.2,7.6,clear,medium,80.0,2.3,53.3,1,9,arrived_soon,0.0057,0.5302,0.3983,0.6916,0.1061,0.3733,0.0,0.4875
1,50,night,Tue,1,0,home,7.2,18.8,3.66,49.0,8.8,clear,high,75.4,13.3,57.1,1,4,refuel_soon,0.0913,0.1714,0.3343,0.5373,0.0821,0.3019,0.048,0.5635
11,44,morning,Wed,2,0,grocery,12.18,28.2,4.35,37.7,64.5,clear,medium,70.1,9.5,7.5,0,10,coffee_suggestion,0.1242,0.2043,0.4965,0.3921,0.42,0.2072,0.0281,0.0799
23,49,night,Sat,5,1,home,6.0,8.7,6.85,44.7,46.6,rain,low,83.5,52.6,10.0,1,7,route_to_gas,0.0905,0.1171,0.6594,0.5268,0.2577,0.4094,0.2711,0.1502
7,21,morning,Wed,2,0,school,18.57,24.4,1.67,50.9,51.5,clear,low,65.8,2.1,90.6,0,4,refuel_soon,0.1463,0.2103,0.153,0.5524,0.346,0.2278,0.0402,0.8304
1,2,night,Wed,2,0,hospital,0.64,78.7,3.38,52.9,2.1,clear,low,66.3,77.0,50.6,1,9,arrived_soon,0.0,0.7249,0.3337,0.6309,0.0617,0.2146,0.4865,0.5034
2,47,night,Wed,2,0,gym,59.52,97.0,2.97,50.5,14.3,clear,medium,66.8,65.9,91.8,1,0,no_action,0.658,0.9206,0.2868,0.5303,0.1088,0.2191,0.3468,0.8508
1,31,night,Wed,2,0,hospital,2.6,88.5,3.18,50.3,11.7,rain,medium,76.0,10.4,42.4,1,0,no_action,0.003,0.8865,0.2402,0.5263,0.0663,0.3506,0.0,0.4254
14,42,afternoon,Thu,3,0,gym,18.84,53.4,3.94,67.8,37.6,rain,medium,80.0,48.9,100.3,0,5,speed_alert,0.1842,0.5595,0.411,0.7311,0.2128,0.42,0.247,0.9236
22,31,night,Thu,3,0,home,25.35,51.8,4.67,45.6,13.6,fog,medium,80.3,16.4,25.5,1,6,weather_warning,0.2533,0.4978,0.4941,0.4861,0.1203,0.3688,0.0919,0.3188
4,52,night,Thu,3,0,gas_station,6.12,32.1,3.55,68.0,20.1,clear,medium,74.7,47.0,8.7,1,0,no_action,0.0217,0.2903,0.3389,0.7893,0.1107,0.2943,0.2981,0.202
15,57,afternoon,Mon,0,0,home,50.46,16.5,5.5,70.1,95.8,clear,low,87.0,7.6,95.4,0,4,refuel_soon,0.4712,0.1358,0.5326,0.7933,0.5226,0.4436,0.0437,0.8436
5,23,morning,Mon,0,0,grocery,1.05,52.5,4.5,90.0,22.5,clear,medium,83.0,76.0,59.0,0,5,speed_alert,0.0,0.5423,0.527,1.0,0.0901,0.4204,0.384,0.612
0,41,night,Wed,2,0,gym,20.84,56.7,3.31,37.8,9.2,clear,medium,75.6,34.9,17.0,1,0,no_action,0.2556,0.5457,0.3237,0.3879,0.0808,0.3829,0.1412,0.2146
1,36,night,Sat,5,1,school,19.42,2.7,3.87,81.4,48.0,clear,high,73.4,86.2,78.2,1,5,speed_alert,0.1531,0.0197,0.39,0.8895,0.2748,0.3696,0.4755,0.7219
7,50,morning,Fri,4,0,home,32.8,9.1,0.84,27.5,14.8,snow,low,75.0,15.3,82.8,0,7,route_to_gas,0.3027,0.1094,0.0597,0.2756,0.1179,0.3237,0.0778,0.7922
4,45,night,Tue,1,0,home,7.74,70.4,2.21,67.1,9.1,clear,low,66.6,28.5,109.9,1,0,no_action,0.0878,0.6958,0.2224,0.7299,0.04,0.2588,0.1285,0.9712
12,26,afternoon,Thu,3,0,home,0.75,58.0,3.55,28.4,16.1,snow,medium,75.3,49.7,-5.7,0,9,arrived_soon,0.0293,0.5447,0.37,0.3777,0.134,0.271,0.2602,0.0482
3,22,night,Thu,3,0,gym,3.56,34.5,3.96,36.0,57.1,fog,medium,83.4,38.5,50.2,1,10,coffee_suggestion,0.0,0.3398,0.4214,0.3869,0.31,0.3835,0.1947,0.5545
22,45,night,Wed,2,0,school,14.92,66.1,5.69,83.4,77.9,clear,low,85.9,102.9,51.6,1,5,speed_alert,0.1478,0.7061,0.5977,0.8922,0.4702,0.441,0.5444,0.5196
13,1,afternoon,Sat,5,1,work,10.72,13.7,3.29,76.3,3.9,clear,low,82.3,28.1,51.1,0,4,refuel_soon,0.1588,0.1858,0.3283,0.8341,0.0658,0.4276,0.1654,0.4998
8,16,morning,Tue,1,0,work,3.99,16.6,1.89,74.3,20.9,rain,medium,75.2,124.3,59.5,0,5,speed_alert,0.0601,0.17,0.2667,0.8696,0.1372,0.3225,0.6953,0.5493
14,12,afternoon,Sat,5,1,gas_station,6.27,3.2,3.56,45.1,1.0,rain,high,79.7,38.9,52.5,0,3,refuel_now,0.0618,0.0085,0.333,0.5311,0.0,0.3379,0.2147,0.5245
19,50,evening,Sun,6,1,gas_station,2.34,55.5,5.19,90.0,23.0,clear,medium,86.4,69.3,6.5,0,5,speed_alert,0.004,0.5674,0.4995,0.9794,0.1403,0.451,0.3274,0.0935
13,13,afternoon,Wed,2,0,gas_station,31.15,62.4,2.01,64.1,3.2,snow,high,76.6,14.2,31.2,0,6,weather_warning,0.2411,0.6155,0.1922,0.7471,0.0647,0.2885,0.1214,0.3078
21,29,evening,Thu,3,0,home,26.05,28.4,5.54,48.5,19.1,rain,medium,91.7,88.8,90.9,1,1,take_break_now,0.2607,0.2512,0.5462,0.5351,0.0865,0.5238,0.5123,0.8335
7,2,morning,Tue,1,0,gas_station,32.93,83.5,2.69,63.9,27.2,clear,high,70.8,21.2,85.1,0,0,no_action,0.3668,0.8799,0.2346,0.6959,0.1487,0.2781,0.0648,0.7444
2,31,night,Sat,5,1,grocery,18.05,6.3,7.08,67.7,100.4,clear,high,86.5,33.5,19.2,1,7,route_to_gas,0.2041,0.0998,0.6895,0.7361,0.5509,0.4514,0.1558,0.2813
11,49,morning,Tue,1,0,grocery,4.11,54.5,2.57,54.1,27.3,clear,medium,57.7,46.9,35.7,0,0,no_action,0.043,0.5955,0.2746,0.6039,0.1508,0.1295,0.243,0.3765
5,50,morning,Wed,2,0,gas_station,10.55,64.5,3.83,51.2,35.0,clear,medium,78.5,78.2,69.7,0,0,no_action,0.0654,0.6469,0.378,0.5597,0.2006,0.3791,0.4555,0.6806
18,10,evening,Fri,4,0,gas_station,9.57,10.0,4.09,40.5,15.8,clear,high,74.4,102.4,48.8,0,0,no_action,0.1084,0.1415,0.3973,0.4437,0.1197,0.2511,0.6281,0.5632
13,37,afternoon,Mon,0,0,gas_station,15.79,28.8,2.67,41.3,6.3,snow,medium,65.9,82.8,30.7,0,0,no_action,0.1386,0.2839,0.2553,0.4757,0.0879,0.2163,0.4143,0.2977
11,24,morning,Wed,2,0,home,24.84,42.9,1.28,51.3,25.0,snow,low,72.6,134.7,32.5,0,6,weather_warning,0.2397,0.4149,0.1183,0.5982,0.1152,0.3344,0.7089,0.403
3,13,night,Wed,2,0,restaurant,1.84,72.6,1.24,48.9,1.6,clear,high,62.8,34.9,41.1,1,9,arrived_soon,0.0259,0.6688,0.1229,0.5891,0.0427,0.1422,0.1519,0.4394
2,7,night,Sat,5,1,school,0.84,95.5,2.68,50.0,2.9,clear,medium,77.1,39.4,87.0,1,9,arrived_soon,0.0,0.9252,0.2269,0.6001,0.0,0.3831,0.2347,0.8183
2,16,night,Fri,4,0,restaurant,13.53,50.7,2.93,64.0,28.0,clear,high,71.1,103.5,19.0,1,0,no_action,0.1817,0.5336,0.2818,0.7021,0.197,0.2529,0.5558,0.2976
20,16,evening,Tue,1,0,hospital,8.62,65.7,5.64,37.5,36.3,rain,medium,81.4,122.2,106.0,0,2,take_break_soon,0.1209,0.6561,0.5297,0.4626,0.1907,0.3588,0.6258,0.9477
6,21,morning,Wed,2,0,home,20.2,23.2,3.43,47.5,84.4,clear,medium,77.6,24.6,19.9,0,4,refuel_soon,0.1877,0.263,0.3389,0.5459,0.4888,0.3312,0.1695,0.226
1,57,night,Thu,3,0,gas_station,32.13,68.5,2.17,55.7,30.2,clear,low,72.3,66.1,52.2,1,0,no_action,0.2911,0.7552,0.2487,0.6267,0.2028,0.2195,0.2908,0.5067
12,35,afternoon,Tue,1,0,restaurant,12.21,84.0,0.45,60.2,3.3,clear,high,65.7,40.1,19.2,0,0,no_action,0.1443,0.838,0.0348,0.688,0.0092,0.1166,0.1308,0.2816
22,28,night,Fri,4,0,work,9.48,36.3,8.35,55.2,92.9,clear,low,103.5,22.6,65.1,1,1,take_break_now,0.0559,0.4098,0.8373,0.6043,0.5303,0.651,0.13,0.5826
23,57,night,Tue,1,0,grocery,12.73,39.8,5.1,41.9,49.9,clear,low,81.0,60.1,6.8,1,10,coffee_suggestion,0.1511,0.3866,0.5036,0.47,0.2732,0.3571,0.3331,0.1702
21,43,evening,Thu,3,0,school,4.81,71.6,3.6,49.3,10.6,rain,medium,67.0,177.7,104.7,1,0,no_action,0.0621,0.6905,0.3826,0.5174,0.0601,0.2145,1.0,0.9748
2,10,night,Sun,6,1,gas_station,3.22,86.1,4.35,50.0,39.8,clear,low,69.5,1.2,30.7,1,0,no_action,0.0313,0.832,0.3949,0.5488,0.1982,0.2502,0.0,0.3639
10,8,morning,Sun,6,1,school,8.55,60.2,6.42,53.6,115.3,rain,low,80.9,35.0,-9.2,0,2,take_break_soon,0.1214,0.6603,0.6649,0.6374,0.6635,0.4375,0.2501,0.0353
23,27,night,Thu,3,0,hospital,5.99,41.3,6.92,19.7,112.2,rain,low,88.5,63.9,81.9,1,1,take_break_now,0.1032,0.3757,0.7644,0.2512,0.6294,0.5241,0.32,0.7568
1,44,night,Mon,0,0,school,19.28,78.3,6.33,46.6,73.9,clear,medium,77.5,24.9,85.8,1,1,take_break_now,0.215,0.7627,0.5964,0.502,0.4208,0.3349,0.1396,0.8189
3,44,night,Tue,1,0,hospital,17.32,3.8,6.57,44.2,84.0,clear,medium,88.9,79.3,-1.9,1,7,route_to_gas,0.1632,0.0332,0.6132,0.473,0.4549,0.4751,0.4451,0.0474
1,29,night,Wed,2,0,gym,8.15,16.1,4.05,66.5,29.3,clear,high,84.9,18.2,55.3,1,4,refuel_soon,0.0967,0.156,0.4557,0.7414,0.1504,0.4225,0.0645,0.5605
20,4,evening,Sun,6,1,hospital,41.5,31.6,2.94,48.6,7.0,clear,medium,78.2,0.4,28.3,0,0,no_action,0.4306,0.3691,0.3097,0.5992,0.0661,0.298,0.0804,0.3021
22,21,night,Thu,3,0,hospital,1.68,63.4,5.93,61.6,37.9,clear,high,82.3,24.2,84.4,1,9,arrived_soon,0.0456,0.6227,0.5944,0.7197,0.1421,0.4211,0.1245,0.7594
9,54,morning,Sun,6,1,hospital,2.14,85.3,1.92,44.6,65.5,clear,low,70.5,109.6,32.9,0,2,take_break_soon,0.0463,0.8363,0.2015,0.5328,0.3244,0.2548,0.6037,0.3692
12,36,afternoon,Thu,3,0,hospital,8.47,4.5,4.01,60.2,26.3,rain,low,71.1,4.1,34.2,0,7,route_to_gas,0.0903,0.0005,0.3974,0.6744,0.1119,0.2534,0.0,0.3866
9,38,morning,Tue,1,0,grocery,2.44,55.6,1.94,43.4,27.5,rain,low,71.7,43.6,23.6,0,0,no_action,0.0138,0.6308,0.1709,0.4659,0.2514,0.284,0.2009,0.3053
4,2,night,Sat,5,1,work,20.44,77.1,4.6,61.5,20.7,clear,medium,86.0,122.7,33.3,1,0,no_action,0.2299,0.7775,0.467,0.6877,0.0776,0.4478,0.6882,0.3487
11,17,morning,Fri,4,0,school,0.29,60.6,2.16,52.9,18.4,clear,low,68.5,148.2,59.0,0,9,arrived_soon,0.0162,0.6031,0.2341,0.5897,0.0966,0.2418,0.8102,0.583
17,53,evening,Wed,2,0,gym,5.06,4.7,5.63,38.9,43.4,clear,high,77.7,18.9,55.8,0,7,route_to_gas,0.045,0.0167,0.5884,0.4578,0.2635,0.3625,0.107,0.5326
4,3,night,Thu,3,0,work,5.18,25.9,1.71,57.7,1.0,clear,low,61.2,95.0,97.8,1,0,no_action,0.0493,0.233,0.1901,0.6388,0.0229,0.1351,0.5042,0.9017
0,57,night,Sat,5,1,restaurant,29.29,80.0,2.19,44.8,27.0,rain,high,81.6,19.1,45.4,1,0,no_action,0.2842,0.8332,0.1903,0.5108,0.0797,0.3608,0.1201,0.4221
12,9,afternoon,Wed,2,0,restaurant,7.8,70.1,1.93,56.5,35.8,clear,low,66.5,4.5,100.0,0,0,no_action,0.0801,0.7362,0.227,0.6155,0.2157,0.2186,0.0086,0.9348
12,14,afternoon,Fri,4,0,gas_station,5.68,96.2,4.44,46.2,57.5,clear,medium,73.9,30.8,-5.4,0,10,coffee_suggestion,0.0434,0.9999,0.4456,0.4659,0.3358,0.2867,0.2175,0.0202
23,48,night,Wed,2,0,gas_station,3.93,59.3,3.97,51.6,11.2,snow,medium,77.4,60.9,25.2,1,6,weather_warning,0.0226,0.5896,0.3961,0.5605,0.0718,0.2874,0.3163,0.2852
16,44,afternoon,Sun,6,1,gas_station,17.16,17.0,4.76,52.5,40.2,clear,medium,63.9,64.1,91.8,0,0,no_action,0.1965,0.21,0.5175,0.603,0.2097,0.1429,0.3906,0.8502
1,52,night,Thu,3,0,hospital,2.27,2.9,2.59,47.7,6.1,clear,low,76.8,48.5,36.0,1,7,route_to_gas,0.0394,0.0,0.2976,0.5198,0.0499,0.3533,0.3104,0.3798
8,49,morning,Mon,0,0,home,5.92,47.6,3.01,65.1,19.1,clear,medium,71.3,5.5,-9.1,0,0,no_action,0.0615,0.4628,0.3149,0.7635,0.1257,0.2863,0.0488,0.0
14,51,afternoon,Tue,1,0,school,28.35,25.2,4.99,54.0,99.8,clear,medium,77.4,47.4,68.0,0,8,food_break,0.3044,0.2584,0.457,0.5968,0.5172,0.3389,0.2409,0.6616
19,22,evening,Mon,0,0,gas_station,27.11,14.7,3.55,57.8,15.7,fog,medium,70.2,9.5,98.7,0,6,weather_warning,0.2144,0.129,0.2714,0.649,0.1116,0.2248,0.0389,0.9334
0,59,night,Mon,0,0,school,9.82,91.3,5.01,52.8,50.2,clear,high,81.3,26.0,70.2,1,10,coffee_suggestion,0.0883,0.9077,0.5322,0.5647,0.3192,0.4341,0.1668,0.6385
7,44,morning,Thu,3,0,work,4.72,19.7,2.78,62.9,25.4,rain,medium,79.9,20.8,59.2,0,4,refuel_soon,0.0812,0.1972,0.2074,0.6654,0.1641,0.3267,0.1059,0.5871
1,19,night,Fri,4,0,hospital,11.64,20.4,4.22,43.0,68.1,rain,low,80.3,4.2,15.7,1,4,refuel_soon,0.1208,0.2279,0.428,0.4892,0.3594,0.3603,0.0598,0.2333
16,56,afternoon,Thu,3,0,home,3.22,46.3,3.39,9.8,19.1,clear,high,78.0,22.5,53.4,0,0,no_action,0.0272,0.4227,0.3334,0.0705,0.0508,0.3172,0.1702,0.5205
19,1,evening,Fri,4,0,gym,29.47,46.8,2.55,45.9,16.9,clear,low,61.6,18.4,28.1,0,0,no_action,0.2715,0.497,0.2182,0.5185,0.0984,0.1739,0.0981,0.3415
18,30,evening,Tue,1,0,home,4.86,71.6,4.88,47.1,26.4,clear,low,82.2,47.4,89.7,0,0,no_action,0.0391,0.6966,0.4435,0.5702,0.1592,0.4158,0.3566,0.8406
21,7,evening,Wed,2,0,gas_station,16.36,12.5,5.4,78.9,61.8,rain,medium,85.7,55.5,1.0,1,5,speed_alert,0.1842,0.1288,0.5597,0.8991,0.3481,0.44,0.3542,0.0775
20,38,evening,Mon,0,0,gas_station,39.79,37.7,6.34,45.2,50.4,snow,low,87.3,26.0,57.9,0,6,weather_warning,0.3811,0.3907,0.6334,0.4967,0.2772,0.4661,0.1845,0.5648
6,58,morning,Sun,6,1,hospital,0.25,3.4,2.53,40.4,44.3,clear,high,66.8,61.1,81.6,0,7,route_to_gas,0.0,0.0328,0.2139,0.4486,0.2137,0.1987,0.3672,0.771
23,14,night,Wed,2,0,hospital,4.67,8.6,6.16,82.7,35.2,snow,medium,81.0,17.6,86.5,1,6,weather_warning,0.0003,0.0656,0.6555,0.944,0.1879,0.4292,0.1203,0.7962
18,7,evening,Sun,6,1,restaurant,12.04,62.1,4.32,50.5,29.7,fog,medium,75.7,56.1,28.1,0,6,weather_warning,0.1191,0.6748,0.4518,0.5483,0.1723,0.3103,0.3377,0.2776
10,41,morning,Wed,2,0,work,10.23,43.7,3.43,10.0,41.6,clear,high,74.9,5.6,62.0,0,0,no_action,0.069,0.4245,0.3442,0.1177,0.2075,0.3383,0.0123,0.5738
4,34,night,Sun,6,1,grocery,2.37,31.7,3.88,73.5,10.5,rain,low,76.8,173.2,79.6,1,5,speed_alert,0.0,0.3112,0.3687,0.8047,0.0359,0.3262,0.978,0.7428
20,5,evening,Thu,3,0,restaurant,1.15,81.1,6.03,58.7,32.3,clear,low,87.5,8.5,33.2,0,9,arrived_soon,0.0,0.846,0.5884,0.6719,0.1639,0.4626,0.0,0.3507
21,23,evening,Sat,5,1,hospital,24.48,17.3,3.72,70.5,9.2,fog,medium,71.8,21.8,64.3,1,6,weather_warning,0.2784,0.1702,0.3299,0.7438,0.0564,0.2892,0.0592,0.6092
18,58,evening,Sat,5,1,school,2.18,51.4,3.95,40.7,32.9,clear,high,71.0,28.2,42.8,0,0,no_action,0.0211,0.5308,0.3767,0.4694,0.1214,0.2754,0.0825,0.4336
3,12,night,Sat,5,1,home,12.46,29.3,3.61,57.8,16.4,clear,low,77.7,12.2,24.4,1,0,no_action,0.1313,0.2763,0.3031,0.6461,0.0628,0.329,0.082,0.3295
10,15,morning,Wed,2,0,work,10.49,6.2,2.45,51.4,12.9,rain,medium,65.7,2.3,-4.9,0,7,route_to_gas,0.1029,0.0719,0.2531,0.5651,0.0663,0.1892,0.0,0.1073
9,54,morning,Wed,2,0,grocery,23.1,93.8,7.85,48.9,176.4,fog,high,85.1,64.4,57.3,0,1,take_break_now,0.2041,0.9812,0.7592,0.5601,1.0,0.4343,0.3167,0.5203
15,57,afternoon,Sun,6,1,restaurant,13.13,17.2,4.23,40.4,33.7,rain,high,61.2,43.1,76.4,0,4,refuel_soon,0.1453,0.2139,0.4235,0.4784,0.1917,0.1875,0.2078,0.7195
15,11,afternoon,Fri,4,0,gas_station,37.37,35.8,2.46,63.3,9.1,fog,medium,64.5,30.0,57.8,0,6,weather_warning,0.3669,0.3586,0.1749,0.6975,0.028,0.2091,0.1964,0.5819
0,24,night,Fri,4,0,gym,0.91,32.8,4.41,49.2,14.3,rain,medium,78.3,54.8,74.4,1,9,arrived_soon,0.0,0.2967,0.4103,0.5356,0.0426,0.3524,0.2995,0.6795
4,32,night,Fri,4,0,gym,5.6,4.0,2.57,65.7,35.7,clear,medium,67.8,6.2,108.2,1,7,route_to_gas,0.0815,0.0422,0.3022,0.6952,0.1539,0.2043,0.0,0.9432
15,34,afternoon,Sat,5,1,home,6.31,29.7,3.15,35.2,55.4,clear,low,86.7,4.7,93.1,0,0,no_action,0.0956,0.2814,0.293,0.413,0.325,0.4163,0.0,0.7829
5,41,morning,Thu,3,0,work,4.9,66.1,3.38,56.8,44.8,fog,medium,75.0,142.9,59.9,0,6,weather_warning,0.0,0.6502,0.2903,0.6312,0.2257,0.2542,0.8459,0.5662
0,21,night,Wed,2,0,grocery,11.8,52.4,4.96,63.9,37.4,rain,low,83.0,78.9,-4.7,1,6,weather_warning,0.1137,0.4807,0.5136,0.7112,0.1955,0.4513,0.3952,0.0935
22,15,night,Sun,6,1,home,6.14,10.2,5.49,52.0,36.3,rain,high,93.8,42.6,18.9,1,4,refuel_soon,0.0334,0.0966,0.5676,0.5535,0.2494,0.5495,0.2503,0.2332
13,58,afternoon,Sun,6,1,home,3.08,73.7,2.88,39.0,21.2,snow,medium,68.5,6.2,37.0,0,0,no_action,0.0286,0.7345,0.2856,0.422,0.1222,0.2123,0.1139,0.3496
9,48,morning,Tue,1,0,hospital,35.63,16.8,3.08,73.5,55.7,clear,low,75.4,113.2,21.1,0,4,refuel_soon,0.3325,0.1623,0.2574,0.8293,0.2584,0.322,0.5921,0.2337
3,58,night,Sat,5,1,hospital,13.3,20.3,4.66,66.2,58.1,rain,low,82.7,27.5,100.5,1,5,speed_alert,0.1394,0.2074,0.4818,0.7446,0.3392,0.4144,0.1783,0.8721
14,55,afternoon,Wed,2,0,restaurant,20.91,16.8,3.82,24.0,31.1,clear,high,59.1,22.5,103.3,0,4,refuel_soon,0.2392,0.1793,0.4084,0.2729,0.1894,0.104,0.1287,0.9249
14,50,afternoon,Mon,0,0,hospital,2.98,36.2,3.6,74.2,33.6,clear,high,72.0,88.3,105.7,0,0,no_action,0.0489,0.4034,0.4088,0.8452,0.145,0.2808,0.5546,0.9385
21,16,evening,Fri,4,0,gas_station,15.75,93.7,4.05,37.1,9.1,clear,medium,83.4,3.3,38.1,1,0,no_action,0.1454,0.9733,0.5262,0.4325,0.0536,0.3783,0.0,0.3947
1,16,night,Sun,6,1,work,8.42,48.4,2.77,54.3,11.4,clear,medium,79.5,102.5,106.4,1,0,no_action,0.0809,0.5062,0.2618,0.578,0.0853,0.3544,0.5857,0.937
17,18,evening,Sat,5,1,grocery,0.44,20.4,4.9,32.2,25.5,rain,medium,84.8,80.9,13.0,0,4,refuel_soon,0.0,0.165,0.4608,0.3766,0.1613,0.4041,0.4697,0.2054
9,44,morning,Thu,3,0,home,13.45,45.2,3.63,54.4,73.0,clear,low,79.7,77.6,95.9,0,2,take_break_soon,0.1124,0.4845,0.3736,0.5741,0.3996,0.3189,0.4321,0.8767
