hour,time_of_day,day_of_week,is_weekend,event_category,scheduled_event,time_until_event_min,location,energy_level,phone_battery_pct,tasks_pending,last_meal_hours_ago,last_break_minutes_ago,weather,focus_score,fuel_level_pct,has_unread_email,messages_pending,last_media,is_night,suggestion_name,suggestion_label
23,night,1,0,none,none,999,outside,87.2,59.5,2,0.49,145.8,clear,11.0,33.2,0,1,none,1,wind_down,22
17,evening,1,0,school,study_session,80,school,95.3,10.5,9,0.77,33.0,rain,13.5,49.0,1,4,none,0,charge_phone,0
12,afternoon,4,0,health,medication_reminder,21,home,91.0,55.3,7,0.89,86.5,snow,2.2,16.1,0,3,none,0,start_commute,17
1,night,6,1,none,none,999,home,10.9,69.8,9,2.39,70.1,clear,18.3,100.0,1,1,music,1,sleep_suggestion,15
9,morning,5,1,none,none,999,outside,75.6,60.9,7,0.55,85.5,rain,49.0,54.6,0,1,music,0,focus_session,5
10,morning,2,0,work,presentation,-25,work,59.1,52.7,2,0.51,147.8,clear,59.8,55.9,0,2,podcast,0,send_late_message,13
3,night,4,0,none,none,999,home,87.3,81.1,9,0.8,128.2,clear,63.6,83.0,0,2,podcast,1,no_action,7
3,night,3,0,social,dinner,121,restaurant,28.8,60.1,1,3.92,22.0,clear,27.4,69.9,0,0,music,1,sleep_suggestion,15
2,night,4,0,none,none,999,home,10.7,100.0,10,1.68,113.3,clear,3.0,53.4,1,1,none,1,sleep_suggestion,15
11,morning,0,0,school,lecture,75,school,71.4,77.6,9,2.19,76.7,clear,47.7,62.0,0,5,none,0,study_for_class,18
22,night,4,0,social,dinner,84,restaurant,53.0,41.2,3,10.0,73.5,rain,23.6,33.1,0,0,none,1,eat_something,1
6,morning,0,0,work,presentation,-24,commuting,21.6,85.6,7,4.94,105.8,clear,95.3,49.9,0,4,none,0,send_late_message,13
4,night,2,0,none,none,999,home,22.4,49.0,10,1.38,144.5,rain,87.0,84.7,0,5,music,1,sleep_suggestion,15
8,morning,4,0,work,deadline,91,work,95.4,51.0,9,8.53,42.3,clear,88.8,54.4,1,1,music,0,eat_something,1
14,afternoon,2,0,none,none,999,outside,46.7,65.0,10,3.03,110.1,clear,63.1,56.2,0,5,podcast,0,no_action,7
3,night,2,0,none,none,999,outside,61.6,81.0,8,1.72,153.4,clear,55.6,19.1,1,0,none,1,no_action,7
14,afternoon,0,0,work,focus_work,-20,work,20.7,54.5,0,0.74,6.8,clear,5.8,56.9,0,2,music,0,send_late_message,13
1,night,0,0,none,none,999,home,52.4,86.6,1,0.02,29.2,clear,28.6,59.0,0,3,podcast,1,no_action,7
6,morning,6,1,school,lecture,127,school,43.1,79.1,5,4.01,13.4,rain,89.3,55.0,0,5,none,0,no_action,7
16,afternoon,5,1,health,doctor_appointment,93,outside,63.3,45.1,9,10.0,161.9,clear,16.6,58.7,0,4,none,0,eat_something,1
20,evening,3,0,work,deadline,54,work,81.1,76.4,1,3.36,35.7,rain,31.6,43.9,0,3,music,0,no_action,7
17,evening,0,0,school,exam,49,school,43.5,100.0,4,0.29,80.9,snow,32.3,53.2,0,5,music,0,study_for_class,18
19,evening,4,0,social,dinner,149,restaurant,73.7,100.0,7,2.04,120.7,snow,33.3,100.0,0,4,none,0,no_action,7
22,night,4,0,none,none,999,home,67.3,100.0,9,0.74,40.6,clear,0.4,54.8,0,4,none,1,wind_down,22
17,evening,2,0,health,gym,166,gym,51.7,54.1,9,2.05,97.1,clear,34.2,83.4,0,0,music,0,no_action,7
4,night,5,1,none,none,999,home,59.1,36.8,3,3.21,136.6,clear,2.1,72.9,0,2,none,1,no_action,7
15,afternoon,0,0,health,doctor_appointment,81,outside,11.5,82.9,3,0.79,169.8,clear,20.4,58.6,1,1,none,0,no_action,7
2,night,2,0,none,none,999,outside,11.6,47.4,3,2.36,139.7,rain,78.2,40.2,0,1,none,1,sleep_suggestion,15
4,night,3,0,none,none,999,home,39.9,49.5,10,0.87,55.6,rain,13.2,46.8,0,1,podcast,1,sleep_suggestion,15
14,afternoon,3,0,none,none,999,home,75.1,95.7,4,0.06,17.8,clear,24.5,95.2,0,1,music,0,focus_session,5
5,morning,3,0,none,none,999,home,18.9,56.6,5,0.0,0.3,clear,42.4,60.6,0,1,none,1,no_action,7
23,night,6,1,none,none,999,home,88.3,50.2,4,2.11,115.7,clear,15.0,85.5,0,1,podcast,1,wind_down,22
22,night,4,0,none,none,999,home,27.7,99.3,7,0.15,8.2,clear,25.5,50.5,0,1,music,1,wind_down,22
18,evening,1,0,none,none,999,home,55.2,46.5,9,0.34,59.2,clear,69.8,88.4,0,2,none,0,no_action,7
3,night,3,0,none,none,999,home,43.9,100.0,8,0.35,105.6,clear,70.1,63.4,1,0,none,1,sleep_suggestion,15
7,morning,5,1,social,date,163,outside,97.5,62.7,8,3.51,19.4,rain,69.8,29.5,1,4,podcast,0,no_action,7
5,morning,4,0,none,none,999,home,21.8,77.2,3,0.06,49.2,clear,33.1,59.4,0,2,music,1,no_action,7
8,morning,5,1,social,friends_hangout,85,outside,45.3,52.7,3,2.7,40.5,rain,45.2,73.0,0,3,music,0,no_action,7
2,night,1,0,none,none,999,home,28.2,61.7,6,0.37,16.3,clear,57.1,57.6,0,1,none,1,sleep_suggestion,15
14,afternoon,5,1,social,dinner,8,restaurant,13.6,39.3,0,3.96,179.2,clear,11.6,14.1,0,0,music,0,get_ready,6
0,night,4,0,social,family_time,35,home,98.1,52.1,6,2.84,10.4,rain,69.5,92.4,0,2,none,1,start_commute,17
22,night,5,1,social,date,13,commuting,80.1,78.5,4,3.31,148.2,snow,93.7,91.9,0,1,none,1,get_ready,6
13,afternoon,2,0,work,deadline,45,work,70.2,75.5,3,0.91,158.5,clear,98.2,48.7,1,0,podcast,0,take_break,20
2,night,5,1,none,none,999,outside,49.5,54.9,2,0.63,83.0,snow,61.2,39.2,0,5,none,1,no_action,7
22,night,4,0,none,none,999,outside,68.2,44.4,5,1.26,116.0,snow,70.2,100.0,0,3,music,1,wind_down,22
19,evening,2,0,school,lecture,150,school,78.3,85.5,4,0.47,16.8,fog,24.1,35.6,1,4,none,0,no_action,7
14,afternoon,2,0,social,friends_hangout,144,outside,24.4,70.0,6,3.63,75.1,snow,48.5,63.8,1,5,music,0,no_action,7
7,morning,3,0,school,study_session,19,commuting,30.2,86.8,0,1.85,78.0,fog,92.7,72.5,0,4,music,0,play_music,9
12,afternoon,0,0,health,therapy,137,outside,36.9,84.4,10,0.42,13.9,snow,53.1,90.5,1,0,music,0,no_action,7
20,evening,0,0,social,friends_hangout,113,home,43.1,100.0,1,1.11,86.8,clear,96.9,100.0,0,1,music,0,no_action,7
14,afternoon,4,0,health,medication_reminder,81,home,70.1,45.0,7,2.19,145.2,clear,41.6,95.6,0,4,none,0,no_action,7
7,morning,3,0,health,medication_reminder,-24,commuting,53.3,44.6,2,1.68,123.5,clear,7.3,100.0,0,2,none,0,play_music,9
19,evening,3,0,work,presentation,-4,work,94.6,85.3,6,4.77,104.3,snow,77.7,100.0,1,3,none,0,silence_phone,14
20,evening,0,0,social,dinner,122,restaurant,71.5,39.3,1,1.88,175.1,clear,8.0,71.0,1,2,podcast,0,no_action,7
14,afternoon,0,0,health,medication_reminder,1,commuting,80.2,100.0,10,0.03,25.9,rain,8.0,47.0,0,1,podcast,0,find_parking,4
21,night,2,0,social,date,152,home,24.6,30.1,1,1.04,177.6,rain,39.4,72.3,0,5,podcast,1,no_action,7
2,night,4,0,none,none,999,home,18.2,52.9,4,0.85,28.6,rain,44.7,92.0,1,1,podcast,1,sleep_suggestion,15
23,night,6,1,work,deadline,73,work,14.2,88.4,9,4.92,17.8,clear,25.7,16.7,1,2,music,1,sleep_suggestion,15
7,morning,4,0,school,study_session,83,school,65.8,87.6,0,1.39,67.3,clear,25.0,76.4,0,3,podcast,0,study_for_class,18
6,morning,0,0,social,date,143,home,41.3,68.2,8,4.09,23.2,clear,46.8,74.6,0,4,music,0,no_action,7
0,night,0,0,none,none,999,home,48.1,36.1,9,1.7,175.3,rain,14.3,73.3,0,4,podcast,1,no_action,7
22,night,4,0,none,none,999,home,50.6,37.0,4,0.96,164.5,fog,28.0,91.6,0,1,podcast,1,wind_down,22
20,evening,4,0,school,lecture,45,school,21.4,100.0,7,4.08,151.7,clear,80.9,73.9,0,0,podcast,0,study_for_class,18
20,evening,6,1,none,none,999,outside,16.1,75.7,4,1.77,107.6,clear,94.9,57.3,0,3,none,0,social_suggestion,16
23,night,4,0,work,deadline,170,work,45.8,52.7,10,0.91,51.0,clear,53.0,100.0,0,0,podcast,1,no_action,7
23,night,6,1,none,none,999,home,63.9,79.2,7,0.28,130.0,clear,69.3,88.3,0,1,music,1,wind_down,22
8,morning,6,1,social,date,10,commuting,11.2,83.0,10,4.86,49.5,clear,28.5,78.1,1,2,music,0,play_music,9
8,morning,4,0,social,date,115,outside,74.3,73.8,1,4.24,138.9,clear,40.1,56.8,0,4,music,0,no_action,7
16,afternoon,6,1,social,family_time,144,outside,45.3,67.6,7,0.07,64.6,clear,88.9,100.0,1,1,none,0,no_action,7
15,afternoon,1,0,social,family_time,19,commuting,27.5,89.9,0,1.52,102.8,clear,35.4,52.5,1,2,music,0,play_music,9
0,night,2,0,none,none,999,outside,48.1,53.7,8,1.47,29.1,rain,34.2,100.0,0,2,music,1,no_action,7
13,afternoon,4,0,work,focus_work,80,work,32.8,43.5,0,2.55,142.8,snow,30.6,83.3,0,0,none,0,take_break,20
18,evening,0,0,health,doctor_appointment,95,outside,60.5,66.0,2,1.93,176.3,fog,14.9,81.4,1,2,podcast,0,no_action,7
15,afternoon,5,1,work,presentation,169,work,52.1,92.4,9,0.14,37.7,clear,86.7,70.2,0,3,music,0,no_action,7
9,morning,2,0,work,deadline,156,work,32.5,97.6,8,3.35,23.2,clear,94.5,95.9,0,0,none,0,no_action,7
5,morning,2,0,none,none,999,home,42.8,100.0,6,0.06,175.3,snow,76.1,62.0,0,2,none,1,no_action,7
23,night,1,0,health,therapy,162,home,39.6,71.8,8,1.0,81.3,fog,33.3,48.1,0,1,none,1,sleep_suggestion,15
4,night,2,0,none,none,999,home,57.9,65.8,0,7.39,7.6,fog,10.8,91.7,0,3,none,1,eat_something,1
20,evening,0,0,health,doctor_appointment,96,outside,71.5,58.1,5,4.17,143.7,rain,3.0,43.3,0,0,music,0,no_action,7
21,night,3,0,social,date,2,commuting,53.9,60.9,6,0.86,168.7,clear,64.5,33.5,0,1,music,1,find_parking,4
2,night,5,1,none,none,999,outside,50.0,51.0,4,2.66,173.1,clear,8.5,57.1,0,0,none,1,no_action,7
4,night,6,1,none,none,999,home,51.8,60.3,9,3.76,168.8,clear,97.0,41.7,1,5,none,1,no_action,7
3,night,3,0,none,none,999,outside,75.2,82.7,8,2.34,98.5,snow,5.0,75.9,0,2,podcast,1,no_action,7
10,morning,4,0,social,date,34,home,21.2,50.4,9,2.4,151.7,clear,49.0,86.8,0,5,podcast,0,start_commute,17
13,afternoon,4,0,social,family_time,99,outside,69.5,75.8,4,3.5,37.5,rain,87.5,68.8,0,3,podcast,0,no_action,7
2,night,2,0,none,none,999,home,89.0,100.0,9,1.05,75.4,clear,49.7,73.6,0,5,none,1,no_action,7
14,afternoon,0,0,health,gym,29,gym,63.0,79.4,9,0.66,66.1,rain,68.7,79.7,0,3,none,0,no_action,7
0,night,3,0,none,none,999,home,21.7,60.4,6,0.16,108.8,clear,80.9,31.9,0,2,none,1,sleep_suggestion,15
7,morning,3,0,school,exam,158,school,70.9,100.0,6,1.42,149.2,snow,27.6,67.2,0,4,podcast,0,take_break,20
15,afternoon,6,1,none,none,999,outside,26.5,97.3,10,0.87,22.7,clear,68.9,80.4,0,1,music,0,social_suggestion,16
16,afternoon,1,0,work,focus_work,27,work,48.2,100.0,8,0.57,76.9,clear,5.6,45.9,0,1,music,0,no_action,7
22,night,2,0,none,none,999,home,20.1,100.0,3,3.13,4.7,rain,46.4,71.2,0,5,none,1,wind_down,22
13,afternoon,3,0,work,deadline,3,work,34.5,100.0,1,3.48,160.6,snow,61.6,65.6,0,0,none,0,take_break,20
19,evening,3,0,work,team_meeting,35,work,88.2,89.9,5,0.21,43.0,fog,27.4,40.2,0,0,none,0,no_action,7
8,morning,4,0,health,medication_reminder,152,home,53.3,66.2,5,1.18,95.6,clear,67.4,86.4,0,5,none,0,no_action,7
22,night,2,0,work,focus_work,132,work,42.3,100.0,6,2.12,100.3,clear,81.6,75.4,1,5,none,1,take_break,20
0,night,5,1,none,none,999,home,33.5,64.6,7,0.9,88.7,clear,86.4,42.1,0,5,podcast,1,sleep_suggestion,15
0,night,0,0,none,none,999,outside,42.9,93.2,9,2.06,5.1,clear,35.4,100.0,0,5,music,1,sleep_suggestion,15
17,evening,6,1,social,friends_hangout,154,outside,32.4,31.3,2,1.7,158.7,rain,43.9,96.6,0,2,none,0,no_action,7
10,morning,2,0,work,focus_work,45,work,94.6,19.9,9,7.85,151.2,clear,12.7,39.3,0,5,music,0,eat_something,1
10,morning,1,0,work,presentation,103,work,66.0,53.2,9,1.74,169.9,clear,83.3,81.5,0,2,none,0,take_break,20
12,afternoon,0,0,work,focus_work,169,work,18.7,69.8,4,2.73,161.8,snow,49.3,51.1,0,3,podcast,0,take_break,20
1,night,0,0,none,none,999,outside,52.2,100.0,7,2.71,180.0,clear,31.0,100.0,0,5,none,1,no_action,7
2,night,0,0,work,presentation,54,work,15.9,81.7,3,1.43,172.7,clear,51.5,5.0,0,0,none,1,sleep_suggestion,15
17,evening,2,0,work,deadline,60,work,33.5,84.8,10,1.01,151.2,clear,33.4,85.4,0,1,none,0,take_break,20
9,morning,6,1,health,medication_reminder,65,outside,11.9,40.2,10,0.32,175.8,fog,20.5,57.4,1,5,none,0,no_action,7
1,night,6,1,none,none,999,home,69.8,21.5,7,2.93,59.3,rain,47.2,25.9,0,1,music,1,no_action,7
11,morning,3,0,work,presentation,98,work,11.3,61.8,1,3.26,126.6,clear,68.4,21.3,0,1,none,0,take_break,20
23,night,1,0,none,none,999,outside,84.7,52.9,5,0.58,92.3,rain,0.2,56.0,0,2,music,1,wind_down,22
10,morning,4,0,health,therapy,151,outside,32.2,92.8,6,0.48,98.5,clear,15.2,41.2,1,2,music,0,no_action,7
21,night,6,1,none,none,999,home,27.8,27.9,5,1.08,51.6,snow,73.0,84.5,0,4,none,1,wind_down,22
18,evening,3,0,health,medication_reminder,20,outside,20.3,45.9,6,0.05,50.9,rain,53.8,59.3,1,5,music,0,start_commute,17
2,night,6,1,none,none,999,outside,63.7,90.8,0,1.73,118.6,clear,31.0,53.6,0,4,podcast,1,no_action,7
21,night,5,1,none,none,999,home,41.4,85.7,5,0.73,115.8,fog,48.6,90.9,1,1,music,1,wind_down,22
18,evening,4,0,work,presentation,146,work,54.4,100.0,2,3.9,161.1,clear,78.3,53.5,0,1,none,0,take_break,20
4,night,3,0,none,none,999,outside,74.2,85.4,6,3.51,18.1,clear,78.6,81.1,1,1,none,1,no_action,7
16,afternoon,6,1,social,dinner,157,restaurant,99.3,66.2,4,1.68,111.9,fog,91.5,44.7,1,5,music,0,no_action,7
3,night,2,0,none,none,999,home,22.7,49.6,8,4.15,54.1,clear,96.6,70.3,0,5,music,1,sleep_suggestion,15
19,evening,5,1,health,medication_reminder,73,home,38.6,100.0,9,1.48,88.8,clear,76.3,100.0,1,2,podcast,0,no_action,7
10,morning,4,0,none,none,999,outside,58.8,85.6,3,1.53,120.7,clear,33.0,59.7,0,2,music,0,no_action,7
7,morning,4,0,school,study_session,-18,commuting,44.5,100.0,7,1.09,144.0,rain,5.6,100.0,1,0,podcast,0,play_podcast,10
15,afternoon,6,1,health,therapy,97,home,75.5,58.4,9,0.79,10.1,snow,24.9,84.7,0,4,none,0,no_action,7
16,afternoon,5,1,none,none,999,home,48.5,100.0,0,0.1,90.6,fog,11.3,33.4,0,3,music,0,social_suggestion,16
5,morning,3,0,social,date,79,outside,33.7,57.9,7,1.47,174.2,clear,78.0,86.0,1,5,podcast,1,no_action,7
18,evening,2,0,work,team_meeting,156,work,30.3,99.4,10,0.33,116.2,rain,58.3,8.9,0,5,podcast,0,take_break,20
10,morning,4,0,social,family_time,106,home,67.8,83.3,10,2.24,129.9,rain,84.2,71.0,0,0,none,0,no_action,7
4,night,6,1,none,none,999,outside,91.1,70.4,8,1.43,118.9,clear,73.7,96.2,0,0,music,1,no_action,7
23,night,0,0,none,none,999,home,27.3,100.0,2,0.39,65.2,rain,56.6,83.4,0,0,podcast,1,sleep_suggestion,15
10,morning,3,0,school,assignment_due,88,school,66.5,82.2,9,2.79,78.9,clear,94.7,34.8,0,3,music,0,no_action,7
19,evening,0,0,health,therapy,-23,commuting,86.8,96.1,6,4.62,70.0,clear,24.7,100.0,0,4,none,0,no_action,7
23,night,4,0,none,none,999,home,56.9,100.0,1,1.89,145.9,clear,3.0,96.5,1,0,podcast,1,wind_down,22
5,morning,6,1,none,none,999,home,19.9,53.8,10,0.16,67.3,rain,59.2,79.6,0,3,podcast,1,no_action,7
13,afternoon,6,1,social,friends_hangout,-14,commuting,54.7,49.2,8,1.23,7.2,rain,84.1,83.6,0,0,none,0,no_action,7
19,evening,4,0,social,family_time,159,outside,81.8,95.6,8,4.63,38.6,fog,84.4,63.5,1,2,none,0,no_action,7
19,evening,0,0,work,deadline,60,work,23.9,52.6,6,0.69,13.5,rain,18.4,55.3,0,3,music,0,no_action,7
6,morning,6,1,social,dinner,105,restaurant,11.6,48.3,9,0.85,94.8,rain,42.1,44.8,0,5,music,0,no_action,7
19,evening,5,1,social,friends_hangout,132,outside,38.0,69.2,3,1.64,24.2,clear,7.4,61.7,0,1,podcast,0,no_action,7
6,morning,5,1,social,date,126,home,20.6,39.5,10,0.51,47.1,clear,91.5,24.5,0,3,none,0,no_action,7
13,afternoon,0,0,work,deadline,15,work,19.4,36.7,6,2.45,23.7,rain,55.4,81.9,1,2,none,0,no_action,7
7,morning,3,0,none,none,999,home,71.6,83.3,9,3.57,90.2,clear,47.5,62.5,1,5,music,0,exercise_suggestion,2
8,morning,3,0,social,family_time,146,home,35.3,53.7,9,1.83,162.3,rain,18.2,84.5,0,1,podcast,0,no_action,7
12,afternoon,6,1,social,family_time,136,home,50.0,80.4,8,1.59,158.4,rain,64.8,37.4,0,2,music,0,no_action,7
0,night,0,0,none,none,999,home,31.5,57.5,2,2.14,2.2,fog,43.7,60.2,1,4,none,1,sleep_suggestion,15
20,evening,4,0,social,family_time,55,home,80.3,49.2,8,0.07,141.1,snow,57.8,9.7,1,5,none,0,no_action,7
5,morning,4,0,school,assignment_due,146,school,38.9,53.6,5,0.87,145.7,clear,50.5,64.0,0,2,none,1,take_break,20
22,night,6,1,none,none,999,outside,72.1,40.5,5,0.58,174.0,clear,42.4,91.4,1,5,none,1,wind_down,22
17,evening,6,1,social,dinner,126,restaurant,31.9,81.1,6,1.98,40.2,clear,82.3,46.0,0,4,music,0,no_action,7
23,night,2,0,none,none,999,home,49.8,100.0,0,5.99,99.4,clear,95.2,75.0,0,4,music,1,wind_down,22
18,evening,4,0,school,assignment_due,130,school,84.3,100.0,1,1.05,123.6,rain,71.5,83.3,0,5,music,0,take_break,20
0,night,5,1,none,none,999,home,95.6,40.4,2,1.15,77.3,clear,51.7,89.4,0,0,none,1,no_action,7
2,night,5,1,none,none,999,outside,22.3,87.6,5,0.05,155.4,clear,4.1,38.4,0,3,podcast,1,sleep_suggestion,15
8,morning,5,1,none,none,999,home,47.1,100.0,10,3.51,136.4,clear,98.3,65.0,0,2,podcast,0,no_action,7
12,afternoon,1,0,social,dinner,21,restaurant,60.5,100.0,5,0.13,124.8,snow,4.3,73.7,0,5,podcast,0,get_ready,6
15,afternoon,6,1,social,dinner,74,restaurant,80.2,77.1,3,5.3,12.1,clear,40.1,38.9,0,3,podcast,0,no_action,7
1,night,4,0,none,none,999,home,94.4,70.4,9,4.65,177.8,clear,71.5,100.0,1,1,music,1,no_action,7
23,night,6,1,none,none,999,home,20.5,48.1,10,0.1,135.7,clear,97.3,50.5,0,5,none,1,sleep_suggestion,15
2,night,1,0,social,family_time,151,outside,27.8,72.4,7,0.92,49.0,clear,17.3,100.0,0,4,podcast,1,sleep_suggestion,15
23,night,6,1,work,focus_work,73,work,63.6,100.0,5,2.2,160.2,clear,93.9,31.8,0,1,none,1,take_break,20
17,evening,1,0,school,study_session,48,school,87.9,71.8,9,6.02,58.4,clear,83.0,85.3,1,3,none,0,eat_something,1
11,morning,5,1,health,doctor_appointment,177,home,82.8,61.9,3,3.16,89.8,clear,46.5,76.1,0,2,podcast,0,no_action,7
3,night,3,0,none,none,999,home,37.8,79.5,2,4.43,169.4,clear,41.4,73.2,0,2,music,1,sleep_suggestion,15
8,morning,6,1,health,therapy,165,home,17.5,45.9,6,1.18,121.8,rain,61.5,52.2,0,3,none,0,no_action,7
14,afternoon,0,0,none,none,999,home,62.2,68.9,7,2.52,62.9,fog,43.1,90.6,1,0,none,0,read_email_alert,12
10,morning,6,1,health,gym,63,gym,69.6,64.5,1,3.49,51.8,clear,23.3,73.0,0,0,none,0,no_action,7
7,morning,3,0,work,deadline,-10,commuting,78.8,83.9,4,0.14,87.3,rain,22.8,100.0,0,1,none,0,play_music,9
16,afternoon,1,0,work,team_meeting,137,work,17.3,31.0,3,0.59,11.0,clear,6.6,64.1,1,3,music,0,no_action,7
0,night,4,0,none,none,999,outside,67.5,52.6,5,1.34,17.8,clear,38.7,53.3,0,0,music,1,no_action,7
15,afternoon,4,0,work,deadline,17,work,69.0,67.9,1,1.13,51.0,clear,66.2,37.3,0,2,none,0,no_action,7
18,evening,1,0,work,presentation,128,work,98.2,67.2,3,0.85,150.5,clear,33.0,86.1,0,1,none,0,take_break,20
22,night,6,1,none,none,999,home,86.1,51.5,5,1.36,149.0,clear,16.7,38.1,1,4,podcast,1,wind_down,22
15,afternoon,5,1,health,doctor_appointment,-22,commuting,26.0,100.0,4,0.5,56.7,fog,29.2,60.6,0,1,none,0,no_action,7
19,evening,0,0,none,none,999,outside,22.6,47.7,5,2.39,57.8,clear,92.7,39.1,0,4,music,0,no_action,7
23,night,0,0,none,none,999,home,81.1,93.2,7,0.74,170.7,clear,44.3,63.3,0,0,none,1,wind_down,22
2,night,1,0,none,none,999,home,90.1,28.9,2,1.64,166.2,clear,37.6,100.0,0,5,music,1,no_action,7
13,afternoon,4,0,social,family_time,34,home,53.4,89.3,5,9.58,72.9,clear,47.7,92.2,0,0,none,0,eat_something,1
23,night,3,0,none,none,999,home,78.4,75.6,5,2.32,93.7,clear,38.5,88.7,0,1,music,1,wind_down,22
19,evening,0,0,health,medication_reminder,99,home,84.1,48.0,2,0.47,166.3,rain,92.3,47.2,1,5,music,0,no_action,7
2,night,1,0,none,none,999,home,93.0,100.0,1,5.31,119.6,clear,36.9,94.9,0,1,none,1,no_action,7
11,morning,5,1,health,medication_reminder,42,home,12.8,100.0,4,3.78,69.1,rain,95.2,57.5,0,3,podcast,0,no_action,7
16,afternoon,5,1,work,focus_work,-16,work,96.7,79.9,0,3.18,126.1,rain,49.2,95.9,1,2,none,0,send_late_message,13
16,afternoon,0,0,none,none,999,home,14.3,88.9,2,0.67,112.3,clear,21.4,48.0,1,5,music,0,read_email_alert,12
20,evening,1,0,health,gym,-28,gym,98.3,57.5,8,1.16,53.3,fog,53.0,86.7,1,2,music,0,no_action,7
1,night,2,0,social,family_time,-16,commuting,57.5,89.8,8,0.79,33.9,fog,54.5,89.3,0,3,none,1,send_late_message,13
14,afternoon,1,0,health,therapy,167,home,71.5,40.1,3,2.83,12.9,clear,96.5,65.2,0,3,music,0,no_action,7
23,night,5,1,none,none,999,home,49.8,62.9,3,3.57,132.6,clear,95.7,52.4,1,4,none,1,wind_down,22
19,evening,4,0,school,study_session,-13,school,50.1,35.3,4,0.48,9.1,rain,67.5,84.1,0,0,none,0,no_action,7
23,night,1,0,work,team_meeting,-19,work,40.8,81.3,1,3.23,45.2,clear,61.2,58.6,0,4,none,1,sleep_suggestion,15
10,morning,4,0,work,presentation,-7,work,59.2,71.6,4,0.17,166.0,snow,58.4,53.1,0,1,podcast,0,silence_phone,14
8,morning,3,0,none,none,999,home,58.6,77.3,7,2.83,1.3,clear,46.6,64.6,0,0,music,0,no_action,7
15,afternoon,1,0,health,medication_reminder,123,outside,96.5,57.1,3,0.06,106.5,rain,71.6,21.0,0,2,podcast,0,no_action,7
6,morning,0,0,school,assignment_due,164,school,47.1,86.7,6,5.64,138.0,rain,73.2,86.8,1,0,music,0,take_break,20
7,morning,2,0,health,doctor_appointment,173,outside,54.7,78.5,7,3.99,33.5,clear,5.0,65.6,0,0,podcast,0,no_action,7
6,morning,5,1,work,team_meeting,-25,commuting,84.4,77.0,6,2.65,126.3,clear,22.4,78.6,1,2,podcast,0,send_late_message,13
22,night,0,0,none,none,999,outside,89.5,44.0,10,0.42,94.0,rain,31.2,71.8,1,4,music,1,wind_down,22
7,morning,3,0,work,deadline,169,work,89.3,95.2,8,0.33,14.7,clear,4.0,67.9,0,5,music,0,no_action,7
5,morning,5,1,social,friends_hangout,25,outside,16.7,50.1,1,0.19,103.1,clear,20.2,61.2,0,3,music,1,start_commute,17
8,morning,3,0,health,doctor_appointment,7,commuting,22.5,86.8,2,0.39,45.4,fog,67.7,71.5,0,1,none,0,find_parking,4
18,evening,6,1,none,none,999,home,67.4,82.2,6,7.83,135.6,fog,41.8,60.5,0,4,music,0,eat_something,1
17,evening,3,0,school,lecture,-27,school,24.3,45.0,0,1.48,134.0,fog,11.6,25.3,0,3,music,0,send_late_message,13
17,evening,6,1,none,none,999,outside,98.0,54.5,6,5.04,29.4,clear,77.3,80.5,0,0,none,0,focus_session,5
15,afternoon,5,1,social,dinner,67,restaurant,95.6,57.0,3,2.87,103.1,clear,52.4,29.3,0,5,none,0,no_action,7
8,morning,1,0,school,exam,151,school,17.1,34.5,6,2.62,89.6,rain,73.0,71.6,0,4,none,0,no_action,7
6,morning,2,0,work,team_meeting,-18,commuting,66.3,33.4,5,5.8,14.8,clear,8.9,68.2,0,5,none,0,send_late_message,13
13,afternoon,3,0,social,friends_hangout,114,home,11.9,38.6,10,0.79,71.7,fog,0.4,81.8,1,4,none,0,no_action,7
12,afternoon,2,0,work,presentation,49,work,11.4,82.6,6,2.3,148.4,fog,0.4,80.6,1,2,music,0,take_break,20
0,night,4,0,none,none,999,home,76.0,64.9,9,3.14,171.8,snow,94.9,42.3,0,3,music,1,no_action,7
16,afternoon,1,0,school,exam,22,school,54.7,41.8,0,1.0,67.0,clear,38.0,59.9,1,3,music,0,no_action,7
4,night,4,0,none,none,999,home,99.6,60.8,8,0.34,129.7,clear,18.0,48.5,0,0,music,1,no_action,7
12,afternoon,2,0,work,team_meeting,115,work,60.5,72.3,8,5.96,117.7,rain,24.8,81.6,1,2,podcast,0,take_break,20
3,night,1,0,none,none,999,home,18.9,100.0,5,2.82,19.9,rain,10.3,49.1,0,3,podcast,1,sleep_suggestion,15
13,afternoon,2,0,work,presentation,88,work,57.1,67.9,9,0.47,109.3,clear,23.8,100.0,0,5,music,0,take_break,20
11,morning,0,0,school,study_session,-4,school,21.9,44.3,5,1.71,61.6,rain,27.6,32.6,0,4,none,0,no_action,7
7,morning,6,1,social,family_time,-7,commuting,39.6,73.3,9,0.2,97.9,snow,60.5,77.8,0,4,podcast,0,play_podcast,10
21,night,4,0,work,team_meeting,112,work,81.2,91.1,2,0.05,22.4,snow,53.5,74.2,0,2,music,1,no_action,7
21,night,5,1,health,gym,-11,gym,90.5,59.6,3,0.32,119.2,rain,69.6,72.2,0,2,music,1,no_action,7
3,night,0,0,none,none,999,outside,74.0,72.1,8,1.49,138.6,snow,61.1,65.6,1,4,music,1,no_action,7
22,night,0,0,none,none,999,outside,10.1,67.6,3,4.59,51.5,clear,15.9,12.6,0,2,music,1,wind_down,22
